senior_citizen,partner,dependents,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,monthly_charges,total_charges,gender_F,gender_M,internet_service_DSL,internet_service_Fiber optic,internet_service_No,contract_Month-to-month,contract_One year,contract_Two year,payment_method_Bank transfer (automatic),payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7021758594385581,0.5725860304640664,0,1,0,1,0,0,1,0,0,1,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3298716144683355,0.442683983884971,1,0,1,0,0,1,0,0,0,0,0,1
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8146729889069859,0.8195500785914654,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769404631363188,0.455663269415324,0,1,0,0,1,0,1,0,1,0,0,0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3741328961553405,0.4554035560891011,1,0,1,0,0,0,1,0,0,1,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3323935365374655,0.1850744091513687,0,1,1,0,0,1,0,0,0,0,0,1
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.623832107422754,0.3755657936686382,1,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172525644448461,0.3558172212529948,0,1,0,0,1,0,1,0,0,0,0,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019939584936256,0.4072074593648731,0,1,0,0,1,0,1,0,0,0,0,1
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.817557161295581,0.8832914905332282,1,0,0,1,0,0,0,1,0,0,1,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3821529492958223,0.0823847385913852,1,0,1,0,0,1,0,0,0,0,0,1
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6623403595526988,0.8841899596680558,1,0,1,0,0,0,0,1,0,1,0,0
0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3926669632364337,0.3072115039240613,1,0,1,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2772088117218095,0.6161126501940586,1,0,1,0,0,1,0,0,0,0,1,0
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4096606872920602,0.5097133259519634,0,1,1,0,0,1,0,0,0,0,0,1
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7631336097943462,0.4778110737467716,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0220875691397102,0.4130910686682946,1,0,0,0,1,0,1,0,1,0,0,0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6340813164591088,0.3017529089592097,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5301593877294783,0.7763020661865521,0,1,1,0,0,0,0,1,1,0,0,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1777826354932881,0.1403133113196634,0,1,1,0,0,1,0,0,0,0,0,1
0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4330948502691356,0.6567826063370653,0,1,1,0,0,0,1,0,1,0,0,0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5768555046640058,0.4019905117133077,1,0,0,1,0,1,0,0,0,0,1,0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7761579217986034,0.4438267954428114,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5286812295185538,0.6702013367972174,0,1,1,0,0,1,0,0,0,0,1,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3116875100117223,0.2879350155490769,1,0,1,0,0,1,0,0,0,0,1,0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285229685033614,0.33025829362114,0,1,0,0,1,0,0,1,0,0,0,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7259171158977645,0.9197774099384398,1,0,1,0,0,0,0,1,1,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2883829976598302,0.3518761737539732,0,1,1,0,0,1,0,0,1,0,0,0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0705920305810273,0.5935139200305363,0,1,0,0,1,0,0,1,1,0,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140251089933381,0.5013053602858787,0,1,0,0,1,0,0,1,0,1,0,0
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8535583165120499,0.8469080211843517,0,1,0,1,0,0,1,0,1,0,0,0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2302672783179263,0.0555514735771308,0,1,1,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5812683536798439,0.5526552417621282,0,1,0,1,0,1,0,0,0,0,0,1
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8995061067419566,0.6265335132106734,0,1,0,1,0,1,0,0,1,0,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5207939499644838,0.3415701364475225,0,1,0,1,0,1,0,0,1,0,0,0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.520300783151618,0.1028135397981938,1,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0226243404047026,0.0052497002976651,0,1,0,0,1,1,0,0,0,0,0,1
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6730411537722722,0.8717877660140229,1,0,0,1,0,0,0,1,1,0,0,0
0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8525994946073758,0.6061268650627419,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8621847802811193,0.940472696237708,1,0,0,1,0,0,0,1,1,0,0,0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9776716728117402,0.9947128458803526,1,0,0,1,0,0,0,1,0,1,0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4445391959061034,0.7562003365428248,1,0,1,0,0,0,0,1,1,0,0,0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5690058302784394,0.7380287896517821,1,0,1,0,0,0,0,1,0,0,0,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3916662237748926,0.4505046609816949,1,0,1,0,0,0,1,0,0,0,0,1
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6701237300799674,0.5976209309282602,1,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7201071768912403,0.1279506662304533,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6399337916857071,0.7412932039565803,1,0,1,0,0,1,0,0,0,0,0,1
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.937685978341354,0.8356647135798105,0,1,0,1,0,0,1,0,0,1,0,0
0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5099384669619818,0.7834030334100608,0,1,1,0,0,0,0,1,1,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4330948502691356,0.7802208354857731,1,0,1,0,0,0,0,1,0,1,0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2200145046013294,0.586172110692679,0,1,1,0,0,1,0,0,0,0,1,0
0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4360817935850979,0.6983787960490426,1,0,1,0,0,0,1,0,1,0,0,0
0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4291106395313349,0.5636126194460448,1,0,1,0,0,0,1,0,0,0,1,0
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4440419295107432,0.7482676655118998,0,1,1,0,0,0,0,1,0,0,1,0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3308804886406524,0.0739373870590266,1,0,1,0,0,1,0,0,0,0,0,1
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7133254494432927,0.8926258250666022,0,1,1,0,0,0,0,1,0,1,0,0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.865538096781362,0.927499829365084,0,1,0,1,0,0,1,0,0,1,0,0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8918582951854243,0.9637575905048604,1,0,0,1,0,0,0,1,1,0,0,0
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.735594309554179,0.8260951145542069,1,0,0,1,0,0,1,0,0,0,1,0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6915014042603169,0.9029731107662808,1,0,1,0,0,0,0,1,1,0,0,0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7703709530587575,0.4421156349687593,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3736313703215189,0.5327724001417847,0,1,1,0,0,0,1,0,0,0,0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0279871691908671,0.1066863532550701,1,0,0,0,1,1,0,0,0,0,0,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013486874963036,0.3160100902392448,1,0,0,0,1,1,0,0,1,0,0,0
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8593098776340373,0.9430999372658664,0,1,0,1,0,0,0,1,0,1,0,0
0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8717635892613363,0.5103121160854343,1,0,0,1,0,1,0,0,0,0,1,0
1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8708059979450531,0.8107071063021467,1,0,0,1,0,0,1,0,1,0,0,0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9581677955351354,0.8758301583928308,0,1,0,1,0,0,1,0,0,1,0,0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5778362984264788,0.2742897185647945,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4688710051366963,0.6681688698600716,1,0,1,0,0,0,1,0,1,0,0,0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.77422921798989,0.5803291992176176,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5212870917599675,0.1029490576886384,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5321299201974511,0.1044303258839625,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8449265581779277,0.8938225323545304,0,1,0,1,0,0,1,0,1,0,0,0
0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.6204135994581653,0.6487905068038925,1,0,1,0,0,0,1,0,0,1,0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.3111817276645604,0.6082858594873342,0,1,1,0,0,0,0,1,0,1,0,0
0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6929575709495254,0.8441685939944532,0,1,1,0,0,0,0,1,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2343634066584349,0.5423304065107047,0,1,1,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5311447032082696,0.2395221324487273,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6121070830230537,0.7098107430691691,1,0,1,0,0,0,0,1,0,0,1,0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.627737681227545,0.775858865435153,1,0,1,0,0,0,1,0,1,0,0,0
0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9338723676372832,0.8767659558800671,1,0,0,1,0,0,1,0,1,0,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018865050156262,0.3740971765961994,1,0,0,0,1,0,1,0,0,0,0,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5846992886053793,0.3110698227724548,1,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0145632498251588,0.0464122041924432,1,0,0,0,1,1,0,0,0,0,1,0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177901511316507,0.3915886303697046,0,1,0,0,1,0,1,0,0,0,1,0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8214017731492571,0.7603026107945174,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3881626526012446,0.5183007282052906,1,0,1,0,0,0,1,0,1,0,0,0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9648304081745692,0.989485450395828,1,0,0,1,0,0,0,1,0,1,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2675430102239195,0.0626792600906308,0,1,1,0,0,1,0,0,1,0,0,0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7529944875607889,0.7811218289398959,0,1,0,1,0,1,0,0,1,0,0,0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5183278653436213,0.5246335939007029,1,0,1,0,0,1,0,0,0,1,0,0
1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9248111774259736,0.9532378699337778,0,1,0,1,0,0,1,0,0,0,1,0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6184596904406884,0.5796645957262049,1,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151012977007883,0.2925371842752784,0,1,0,0,1,0,1,0,1,0,0,0
0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5817585557037837,0.8576596780564185,1,0,1,0,0,0,0,1,0,1,0,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6394462017015198,0.3687941859878647,1,0,1,0,0,1,0,0,1,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2200145046013294,0.4338469392457972,1,0,1,0,0,1,0,0,0,0,1,0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0279871691908671,0.0941142041453723,1,0,0,0,1,1,0,0,0,0,0,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019939584936256,0.2786655538310558,1,0,0,0,1,0,1,0,1,0,0,0
0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0764118217245359,0.5794588635230624,0,1,0,0,1,0,0,1,0,0,0,1
0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.658446712499112,0.8923080176231537,0,1,1,0,0,0,0,1,0,0,1,0
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.366606608523131,0.5979052110526557,0,1,1,0,0,0,1,0,0,0,0,1
0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3906653596758525,0.5461894157625249,1,0,1,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.7785684009595515,0.5506461104544004,1,0,0,1,0,1,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454207840299224,0.1062251081064772,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6096627890041874,0.6133626881177076,1,0,1,0,0,0,1,0,0,0,0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0231610222069409,0.5310518233444249,0,1,0,0,1,0,0,1,0,1,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0242341183176102,0.3639742185451059,1,0,0,0,1,1,0,0,0,0,0,1
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6701237300799674,0.4077720551523718,0,1,0,1,0,1,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.3399540683316395,0.2730557028073459,0,1,1,0,0,1,0,0,0,0,0,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2797500606869656,0.4165555603231956,0,1,1,0,0,1,0,0,0,0,1,0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0210137573204771,0.3045966283352567,1,0,0,0,1,1,0,0,0,0,0,1
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.623343813892894,0.7746742902042154,1,0,1,0,0,0,0,1,0,0,0,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140251089933381,0.0025770801337646,0,1,0,0,1,1,0,0,0,0,0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2670338827367189,0.3722749882045616,1,0,1,0,0,0,1,0,0,0,1,0
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.524245418234722,0.4764874049336873,0,1,1,0,0,1,0,0,0,0,0,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5724407919010145,0.5709634291773314,0,1,1,0,0,0,1,0,1,0,0,0
