senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,monthly_charges,gender_F,gender_M,internet_service_DSL,internet_service_Fiber optic,internet_service_No,contract_Month-to-month,contract_One year,contract_Two year,payment_method_Bank transfer (automatic),payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,churn
0.0,0.0,0.0,0.6022053266017849,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.38315488234943545,1,0,1,0,0,1,0,0,1,0,0,0,No
0.0,1.0,1.0,0.7862708497641429,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8146729889069859,0,1,0,1,0,1,0,0,0,0,1,0,Yes
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12685594026815544,0,1,1,0,0,1,0,0,0,0,1,0,Yes
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7268851739719533,0,1,1,0,0,0,0,1,0,1,0,0,No
0.0,0.0,1.0,0.4182492059464703,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.47680181492314044,1,0,1,0,0,1,0,0,0,0,0,1,Yes
1.0,1.0,0.0,0.9923125145751528,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7857971795881832,1,0,0,1,0,0,0,1,0,1,0,0,No
1.0,1.0,0.0,0.0497519637871241,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7776042626392802,0,1,0,1,0,1,0,0,0,1,0,0,No
0.0,1.0,1.0,0.5642768936191539,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.49115895736697057,1,0,1,0,0,0,1,0,0,0,0,1,No
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02101375732047711,0,1,0,0,1,1,0,0,1,0,0,0,No
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2817823527392615,0,1,1,0,0,1,0,0,1,0,0,0,No
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.8199601708663093,1,0,0,1,0,0,0,1,1,0,0,0,No
0.0,0.0,0.0,0.15876888789069965,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5262171379439274,0,1,0,1,0,1,0,0,0,0,1,0,Yes
0.0,0.0,0.0,0.7765586355295433,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5763650732772732,1,0,0,1,0,1,0,0,0,1,0,0,No
0.0,0.0,0.0,0.6497444828057255,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8818144395221124,0,1,0,1,0,1,0,0,0,0,1,0,Yes
0.0,0.0,0.0,0.30739525379683674,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8002428811597435,1,0,0,1,0,1,0,0,1,0,0,0,Yes
0.0,1.0,1.0,0.2861143725768439,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.32532993395775894,0,1,1,0,0,0,1,0,0,0,0,1,No
0.0,1.0,1.0,0.9845657700648542,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5212870917599675,1,0,1,0,0,0,0,1,0,1,0,0,No
0.0,1.0,1.0,0.4182492059464703,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02691530853653007,1,0,0,0,1,0,1,0,0,0,0,1,No
0.0,0.0,0.0,0.9285636734320705,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6257850662315114,1,0,1,0,0,0,0,1,0,1,0,0,No
0.0,1.0,0.0,0.3471906800900553,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5900885074149497,1,0,1,0,0,1,0,0,0,0,1,0,No
0.0,0.0,0.0,0.8053650839901318,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6710962855659143,1,0,0,1,0,1,0,0,0,0,1,0,No
0.0,0.0,0.0,0.0497519637871241,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.322300549476663,0,1,1,0,0,1,0,0,0,0,0,1,No
0.0,0.0,0.0,0.0497519637871241,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6335934724031926,1,0,0,1,0,1,0,0,0,0,1,0,Yes
0.0,0.0,0.0,0.8332309387360852,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.624808629860699,0,1,1,0,0,0,0,1,0,1,0,0,No
0.0,1.0,1.0,0.9767584652509993,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.47135012666422915,1,0,1,0,0,0,0,1,0,1,0,0,No
1.0,0.0,0.0,0.7467165703705313,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7268851739719533,1,0,0,1,0,1,0,0,0,0,1,0,No
0.0,0.0,0.0,0.38395123523189756,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8122690431663051,1,0,0,1,0,1,0,0,0,1,0,0,Yes
1.0,1.0,0.0,0.537727157297909,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.524245418234722,1,0,1,0,0,1,0,0,0,1,0,0,No
1.0,1.0,0.0,0.24007987746108356,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6335934724031926,1,0,0,1,0,1,0,0,0,1,0,0,Yes
1.0,1.0,1.0,0.9035271062199788,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5768555046640058,1,0,1,0,0,0,1,0,0,1,0,0,No
1.0,0.0,0.0,0.43460854976923685,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.777122166816963,0,1,0,1,0,1,0,0,0,0,1,0,Yes
0.0,1.0,1.0,0.9285636734320705,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.817557161295581,1,0,0,1,0,0,1,0,0,1,0,0,No
1.0,1.0,1.0,0.9529594471554486,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9018952288027724,0,1,0,1,0,0,1,0,0,0,1,0,No
0.0,1.0,1.0,0.6497444828057255,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07165082461037614,1,0,0,0,1,0,0,1,0,1,0,0,No
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8928144907247517,1,0,0,1,0,0,0,1,0,1,0,0,No
0.0,1.0,0.0,0.7862708497641429,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8257256671763404,1,0,0,1,0,1,0,0,0,0,1,0,No
0.0,0.0,0.0,0.9035271062199788,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7234966398007026,0,1,0,1,0,1,0,0,1,0,0,0,No
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.249699161255335,0,1,1,0,0,0,0,1,1,0,0,0,No
0.0,1.0,1.0,0.43460854976923685,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3741328961553405,1,0,1,0,0,0,1,0,0,1,0,0,No
0.0,0.0,0.0,0.2637345902089357,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7669940302345692,1,0,0,1,0,1,0,0,0,0,1,0,Yes
0.0,0.0,0.0,0.09094039579942925,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5812683536798439,1,0,1,0,0,1,0,0,0,0,1,0,No
0.0,1.0,0.0,0.7862708497641429,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6165054341609919,0,1,0,1,0,0,1,0,0,0,1,0,No
0.0,0.0,0.0,0.6143937700981975,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6194366882991929,1,0,1,0,0,0,0,1,0,0,0,1,No
0.0,1.0,1.0,0.8147539374979358,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02047671631299386,1,0,0,0,1,0,0,1,1,0,0,0,No
0.0,0.0,0.0,0.2861143725768439,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6257850662315114,0,1,0,1,0,1,0,0,0,0,0,1,No
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32028024504761493,0,1,1,0,0,1,0,0,0,0,0,1,No
0.0,1.0,1.0,0.8332309387360852,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02316102220694094,1,0,0,0,1,0,1,0,0,0,1,0,No
1.0,1.0,1.0,0.9367645159985818,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.931965201527518,0,1,0,1,0,0,0,1,1,0,0,0,No
0.0,1.0,1.0,0.920291677555515,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06423310083535527,0,1,0,0,1,0,0,1,1,0,0,0,No
0.0,0.0,1.0,0.09094039579942925,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.47481976008218646,1,0,1,0,0,1,0,0,1,0,0,0,No
1.0,0.0,0.0,0.8690614787257132,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.921471465627903,1,0,0,1,0,0,1,0,0,0,1,0,No
0.0,0.0,0.0,0.7765586355295433,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3866606522112104,1,0,1,0,0,0,1,0,0,1,0,0,No
0.0,1.0,1.0,0.24007987746108356,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.37664004272289636,1,0,1,0,0,1,0,0,0,0,0,1,No
1.0,0.0,0.0,0.6022053266017849,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.575874618865206,0,1,1,0,0,1,0,0,0,0,1,0,No
0.0,1.0,1.0,0.7667314905909031,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08169505256221188,1,0,0,0,1,0,1,0,0,1,0,0,No
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6209020225614792,1,0,0,1,0,1,0,0,0,0,1,0,Yes
0.0,1.0,1.0,0.30739525379683674,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.335418687855655,1,0,1,0,0,1,0,0,0,0,1,0,No
0.0,1.0,0.0,0.2149224348532317,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5797976103612854,1,0,0,1,0,1,0,0,1,0,0,0,Yes
0.0,0.0,0.0,0.7365203006549813,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8573929511589369,1,0,0,1,0,1,0,0,1,0,0,0,No
0.0,1.0,0.0,0.8053650839901318,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02047671631299386,1,0,0,0,1,0,0,1,1,0,0,0,No
0.0,0.0,0.0,0.2637345902089357,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8141922338922352,0,1,0,1,0,1,0,0,0,1,0,0,No
0.0,1.0,0.0,0.661153324059002,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.45149796120608465,1,0,1,0,0,0,1,0,1,0,0,0,No
0.0,1.0,1.0,0.7958718306578962,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025843097075092414,1,0,0,0,1,0,0,1,1,0,0,0,No
0.0,1.0,1.0,0.7765586355295433,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018327646290799027,1,0,0,0,1,0,0,1,0,0,0,1,No
0.0,1.0,0.0,0.5897975123201569,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16380392991441517,0,1,1,0,0,1,0,0,0,0,0,1,No
0.0,1.0,1.0,0.6022053266017849,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6472451191367536,0,1,0,1,0,1,0,0,1,0,0,0,No
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5753841414115243,0,1,0,1,0,1,0,0,0,0,1,0,No
0.0,1.0,1.0,0.9529594471554486,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6662326965454113,0,1,1,0,0,0,0,1,0,0,0,1,No
0.0,0.0,0.0,0.9448958980460651,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9267192500924033,1,0,0,1,0,1,0,0,0,1,0,0,No
0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8295679830966344,0,1,0,1,0,0,0,1,1,0,0,0,No
0.0,0.0,0.0,0.32771654054653043,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6169940308375914,1,0,0,1,0,1,0,0,0,0,1,0,Yes
0.0,1.0,1.0,0.9923125145751528,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4980820685021468,0,1,1,0,0,0,1,0,0,1,0,0,No
0.0,0.0,0.0,0.15876888789069965,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03012984494012433,0,1,0,0,1,1,0,0,0,0,0,1,Yes
0.0,0.0,0.0,0.8332309387360852,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029594306166082163,0,1,0,0,1,0,0,1,1,0,0,0,No
1.0,1.0,0.0,0.537727157297909,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8064978276065925,1,0,0,1,0,1,0,0,0,0,1,0,Yes
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02101375732047711,0,1,0,0,1,1,0,0,0,0,0,1,No
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012948547490739315,1,0,0,0,1,1,0,0,0,0,1,0,No
0.0,0.0,0.0,0.6943649565089509,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7727825027702881,0,1,0,1,0,0,1,0,1,0,0,0,No
1.0,1.0,0.0,0.9529594471554486,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.28482961910108007,1,0,1,0,0,0,1,0,1,0,0,0,No
0.0,1.0,0.0,0.9688892512684961,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9166991536834351,0,1,0,1,0,0,0,1,1,0,0,0,Yes
0.0,0.0,0.0,0.15876888789069965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0647634190220826,0,1,1,0,0,1,0,0,0,0,0,1,No
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8607474019305359,1,0,0,1,0,0,1,0,0,0,1,0,No
0.0,0.0,0.0,0.6263734002286339,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12633348206873385,1,0,1,0,0,0,1,0,0,0,0,1,No
0.0,0.0,0.0,0.7467165703705313,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7665115407779652,0,1,0,1,0,0,1,0,0,0,0,1,No
0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012410126331701021,0,1,0,0,1,0,0,1,0,1,0,0,No
0.0,1.0,0.0,0.8602376838401232,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7896509058064448,0,1,0,1,0,1,0,0,0,0,1,0,Yes
0.0,0.0,0.0,0.8332309387360852,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4096606872920602,1,0,1,0,0,0,1,0,0,1,0,0,No
0.0,0.0,0.0,0.7467165703705313,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.7404300991305195,1,0,0,1,0,1,0,0,0,0,1,0,No
1.0,1.0,0.0,0.683456556708244,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5930269284758329,1,0,0,1,0,1,0,0,0,0,1,0,Yes
0.0,1.0,1.0,0.9367645159985818,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.3761386776528317,1,0,1,0,0,0,0,1,0,0,1,0,No
0.0,1.0,1.0,0.09094039579942925,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7230124877645266,0,1,0,1,0,1,0,0,0,0,1,0,No
0.0,0.0,0.0,0.6723882667231738,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13572869500006735,1,0,1,0,0,0,0,1,1,0,0,0,No
0.0,1.0,1.0,0.2861143725768439,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8233236726602848,1,0,0,1,0,1,0,0,0,0,1,0,Yes
0.0,0.0,0.0,0.7261920732051075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025843097075092414,1,0,0,0,1,0,0,1,0,0,0,1,No
0.0,1.0,1.0,0.5642768936191539,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6779019128661808,0,1,0,1,0,1,0,0,0,1,0,0,No
0.0,1.0,1.0,0.8690614787257132,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.81899901794792,1,0,0,1,0,0,1,0,0,1,0,0,No
0.0,0.0,0.0,0.187958695105774,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026379246764809128,1,0,0,0,1,1,0,0,0,0,0,1,No
0.0,0.0,0.0,0.09094039579942925,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5724407919010145,0,1,0,1,0,1,0,0,0,0,1,0,Yes
0.0,1.0,1.0,0.2149224348532317,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3369307932412309,1,0,1,0,0,1,0,0,0,0,0,1,No
0.0,1.0,1.0,0.12674394252077836,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02798716919086719,1,0,0,0,1,1,0,0,0,0,0,1,No
0.0,0.0,0.0,0.6381539641543058,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.7142944972147818,0,1,0,1,0,0,0,1,0,0,1,0,No
1.0,0.0,0.0,0.5642768936191539,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6081959490934405,1,0,0,1,0,1,0,0,0,0,1,0,Yes
0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05680072461244556,0,1,0,0,1,0,0,1,1,0,0,0,No
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016177115546564924,0,1,0,0,1,1,0,0,0,0,0,1,No
1.0,0.0,0.0,0.9923125145751528,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.39466806917892894,0,1,1,0,0,0,1,0,0,0,1,0,No
0.0,0.0,0.0,0.3471906800900553,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6851892935682945,1,0,0,1,0,1,0,0,0,0,1,0,No
0.0,1.0,1.0,0.537727157297909,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.41614901982877756,1,0,1,0,0,1,0,0,0,1,0,0,Yes
0.0,0.0,0.0,0.9609567291417405,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.335418687855655,0,1,1,0,0,0,0,1,1,0,0,0,No
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18140061787445616,0,1,1,0,0,1,0,0,0,0,1,0,Yes
0.0,0.0,0.0,0.0497519637871241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2726320712540022,0,1,1,0,0,1,0,0,0,0,1,0,Yes
0.0,0.0,0.0,0.7467165703705313,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07958260625782376,1,0,0,0,1,0,0,1,0,1,0,0,No
0.0,0.0,0.0,0.5100224772679167,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5783266608346685,1,0,0,1,0,1,0,0,1,0,0,0,No
0.0,1.0,1.0,0.9367645159985818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02101375732047711,1,0,0,0,1,0,0,1,0,0,0,1,No
0.0,0.0,1.0,0.8778000968445132,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014563249825158886,0,1,0,0,1,0,0,1,0,0,0,1,No
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5336075613367468,1,0,0,1,0,1,0,0,0,0,0,1,Yes
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7055702960222466,1,0,1,0,0,0,0,1,0,1,0,0,No
0.0,0.0,0.0,0.24007987746108356,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5405003088827752,1,0,1,0,0,1,0,0,0,0,1,0,Yes
0.0,1.0,0.0,0.9119467666736026,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8310085746048724,1,0,0,1,0,0,0,1,1,0,0,0,No
0.0,0.0,0.0,0.9367645159985818,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6691510935368609,0,1,0,1,0,0,1,0,0,1,0,0,No
1.0,1.0,0.0,0.9923125145751528,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061049616448255906,0,1,0,0,1,0,0,1,1,0,0,0,No
0.0,1.0,1.0,0.9448958980460651,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.8117882027724548,1,0,0,1,0,0,0,1,0,1,0,0,No
0.0,0.0,0.0,0.09094039579942925,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014563249825158886,0,1,0,0,1,0,1,0,0,0,0,1,No
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2858450635376478,0,1,1,0,0,1,0,0,0,0,1,0,Yes
0.0,0.0,1.0,0.6022053266017849,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.47481976008218646,0,1,1,0,0,0,1,0,0,1,0,0,No
0.0,1.0,1.0,0.38395123523189756,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.524245418234722,0,1,1,0,0,1,0,0,0,0,0,1,No
0.0,1.0,1.0,0.24007987746108356,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5148742915758399,1,0,1,0,0,1,0,0,0,0,1,0,No
0.0,0.0,0.0,0.2149224348532317,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7727825027702881,0,1,0,1,0,1,0,0,0,0,0,1,Yes
0.0,1.0,1.0,0.9845657700648542,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8990282356417985,1,0,0,1,0,0,1,0,0,1,0,0,No
0.0,1.0,1.0,0.920291677555515,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6866462316853857,0,1,1,0,0,0,0,1,0,0,1,0,No
0.0,1.0,1.0,0.187958695105774,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156392528613008,1,0,0,0,1,1,0,0,0,0,0,1,No
