total_charges,online_security,partner,monthly_charges,tech_support,dependents,contract_Month-to-month,contract_One year,contract_Two year,payment_method_Bank transfer (automatic),payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,churn
0.7895164258769024,1.0,1.0,0.47135012666422915,1.0,1.0,0,0,1,0,1,0,0,No
0.7622334647326524,0.0,0.0,0.7268851739719533,0.0,0.0,1,0,0,0,0,1,0,No
0.5327652535140492,1.0,0.0,0.8122690431663051,0.0,0.0,1,0,0,0,1,0,0,Yes
0.5758775220186898,1.0,1.0,0.524245418234722,1.0,0.0,1,0,0,0,1,0,0,No
0.383185095469972,0.0,1.0,0.6335934724031926,0.0,0.0,1,0,0,0,1,0,0,Yes
0.8020862687092466,1.0,1.0,0.5768555046640058,1.0,1.0,0,1,0,0,1,0,0,No
0.5758652643589659,0.0,0.0,0.777122166816963,0.0,0.0,1,0,0,0,0,1,0,Yes
0.9011258389446123,1.0,1.0,0.817557161295581,0.0,1.0,0,1,0,0,1,0,0,No
0.9356499322249363,0.0,1.0,0.9018952288027724,1.0,1.0,0,1,0,0,0,1,0,No
0.44300815808146743,0.0,1.0,0.07165082461037614,0.0,1.0,0,0,1,0,1,0,0,No
0.9679786554908791,0.0,0.0,0.8928144907247517,1.0,0.0,0,0,1,0,1,0,0,No
0.8170923784140192,0.0,1.0,0.8257256671763404,0.0,0.0,1,0,0,0,0,1,0,No
0.8583409438656351,0.0,0.0,0.7234966398007026,0.0,0.0,1,0,0,1,0,0,0,No
0.696457917102079,1.0,1.0,0.249699161255335,0.0,0.0,0,0,1,1,0,0,0,No
0.4554035560891011,0.0,1.0,0.3741328961553405,1.0,1.0,0,1,0,0,1,0,0,No
0.4353877576540554,0.0,0.0,0.7669940302345692,0.0,0.0,1,0,0,0,0,1,0,Yes
0.24282867375196832,0.0,0.0,0.5812683536798439,1.0,0.0,1,0,0,0,0,1,0,No
0.749126562437178,0.0,1.0,0.6165054341609919,0.0,0.0,0,1,0,0,0,1,0,No
0.6554583465286246,0.0,0.0,0.6194366882991929,1.0,0.0,0,0,1,0,0,0,1,No
0.45030823255157726,0.0,1.0,0.02047671631299386,0.0,1.0,0,0,1,1,0,0,0,No
0.44159687008567344,1.0,0.0,0.6257850662315114,0.0,0.0,1,0,0,0,0,0,1,No
0.07212072931658592,0.0,0.0,0.32028024504761493,1.0,0.0,1,0,0,0,0,0,1,No
0.47987109010888807,0.0,1.0,0.02316102220694094,0.0,1.0,0,1,0,0,0,1,0,No
0.93662851972828,1.0,1.0,0.931965201527518,1.0,1.0,0,0,1,1,0,0,0,No
0.5325078503586055,0.0,1.0,0.06423310083535527,0.0,1.0,0,0,1,1,0,0,0,No
0.2029903430051226,1.0,0.0,0.47481976008218646,1.0,1.0,1,0,0,1,0,0,0,No
0.892952996136978,1.0,0.0,0.921471465627903,0.0,0.0,0,1,0,0,0,1,0,No
0.6730012327447353,0.0,0.0,0.3866606522112104,0.0,0.0,0,1,0,0,1,0,0,No
0.3395268301702712,1.0,1.0,0.37664004272289636,0.0,1.0,1,0,0,0,0,0,1,No
0.6168335766408057,1.0,0.0,0.575874618865206,0.0,0.0,1,0,0,0,0,1,0,No
0.5009756292827686,0.0,1.0,0.08169505256221188,0.0,1.0,0,1,0,0,1,0,0,No
0.11601170097080793,0.0,0.0,0.6209020225614792,0.0,1.0,1,0,0,0,0,1,0,Yes
0.36463071171228734,1.0,1.0,0.335418687855655,0.0,1.0,1,0,0,0,0,1,0,No
0.3441748756341929,0.0,1.0,0.5797976103612854,0.0,0.0,1,0,0,1,0,0,0,Yes
0.794128795831606,0.0,0.0,0.8573929511589369,1.0,0.0,1,0,0,1,0,0,0,No
0.45851177011467287,0.0,1.0,0.02047671631299386,0.0,0.0,0,0,1,1,0,0,0,No
0.4479089629921114,0.0,0.0,0.8141922338922352,0.0,0.0,1,0,0,0,1,0,0,No
0.6277451240329817,1.0,1.0,0.45149796120608465,0.0,0.0,0,1,0,1,0,0,0,No
0.473926463787373,0.0,1.0,0.025843097075092414,0.0,1.0,0,0,1,1,0,0,0,No
0.4495603663226835,0.0,1.0,0.018327646290799027,0.0,1.0,0,0,1,0,0,0,1,No
0.46524374823897974,0.0,1.0,0.16380392991441517,0.0,0.0,1,0,0,0,0,0,1,No
0.6622551813547213,0.0,1.0,0.6472451191367536,0.0,1.0,1,0,0,1,0,0,0,No
0.11019014992949944,0.0,0.0,0.5753841414115243,1.0,0.0,1,0,0,0,0,1,0,No
0.8719501696138894,1.0,1.0,0.6662326965454113,1.0,1.0,0,0,1,0,0,0,1,No
0.9369736007423638,1.0,0.0,0.9267192500924033,0.0,0.0,1,0,0,0,1,0,0,No
0.9518801385133397,0.0,0.0,0.8295679830966344,0.0,0.0,0,0,1,1,0,0,0,No
0.449609638225702,1.0,0.0,0.6169940308375914,0.0,0.0,1,0,0,0,0,1,0,Yes
0.8195238635422969,1.0,1.0,0.4980820685021468,1.0,1.0,0,1,0,0,1,0,0,No
0.1528018571406755,0.0,0.0,0.03012984494012433,0.0,0.0,1,0,0,0,0,0,1,Yes
0.48274475032412145,0.0,0.0,0.029594306166082163,0.0,0.0,0,0,1,1,0,0,0,No
0.657082374730448,0.0,1.0,0.8064978276065925,0.0,0.0,1,0,0,0,0,1,0,Yes
0.004754347912562351,0.0,0.0,0.02101375732047711,0.0,0.0,1,0,0,0,0,0,1,No
0.0022375694912589728,0.0,1.0,0.012948547490739315,0.0,1.0,1,0,0,0,0,1,0,No
0.7459393774347653,0.0,0.0,0.7727825027702881,1.0,0.0,0,1,0,1,0,0,0,No
0.7018206536941898,0.0,1.0,0.28482961910108007,0.0,0.0,0,1,0,1,0,0,0,No
0.9581868798943778,0.0,1.0,0.9166991536834351,1.0,0.0,0,0,1,1,0,0,0,Yes
0.1393886372956783,0.0,0.0,0.0647634190220826,0.0,0.0,1,0,0,0,0,0,1,No
0.9453410326180695,1.0,1.0,0.8607474019305359,0.0,1.0,0,1,0,0,0,1,0,No
0.4496687514356765,1.0,0.0,0.12633348206873385,0.0,0.0,0,1,0,0,0,0,1,No
0.7678254688323948,0.0,0.0,0.7665115407779652,0.0,0.0,0,1,0,0,0,0,1,No
0.5235859250525546,0.0,1.0,0.012410126331701021,0.0,1.0,0,0,1,0,1,0,0,No
0.8470433922687718,1.0,1.0,0.7896509058064448,0.0,0.0,1,0,0,0,0,1,0,Yes
0.7030412517437661,1.0,0.0,0.4096606872920602,1.0,0.0,0,1,0,0,1,0,0,No
0.7700229873034407,0.0,0.0,0.7404300991305195,0.0,0.0,1,0,0,0,0,1,0,No
0.688587829146732,0.0,1.0,0.5930269284758329,0.0,0.0,1,0,0,0,0,1,0,Yes
0.7326568963185377,0.0,1.0,0.3761386776528317,1.0,1.0,0,0,1,0,0,1,0,No
0.24510395057700968,1.0,1.0,0.7230124877645266,0.0,1.0,1,0,0,0,0,1,0,No
0.48603015209533706,1.0,0.0,0.13572869500006735,0.0,0.0,0,0,1,1,0,0,0,No
0.4752901810634608,1.0,1.0,0.8233236726602848,0.0,1.0,1,0,0,0,0,1,0,Yes
0.4307245918944194,0.0,0.0,0.025843097075092414,0.0,0.0,0,0,1,0,0,0,1,No
0.6211023568940777,0.0,1.0,0.6779019128661808,1.0,1.0,1,0,0,0,1,0,0,No
0.8617292666228373,0.0,1.0,0.81899901794792,0.0,1.0,0,1,0,0,1,0,0,No
0.1517664495797999,0.0,0.0,0.026379246764809128,0.0,0.0,1,0,0,0,0,0,1,No
0.23490164071746306,0.0,0.0,0.5724407919010145,0.0,0.0,1,0,0,0,0,1,0,Yes
0.2920493611396253,1.0,1.0,0.3369307932412309,0.0,1.0,1,0,0,0,0,0,1,No
0.0941142041453723,0.0,1.0,0.02798716919086719,0.0,1.0,1,0,0,0,0,0,1,No
0.7018532614872683,1.0,0.0,0.7142944972147818,1.0,0.0,0,0,1,0,0,1,0,No
0.6194041795327615,0.0,0.0,0.6081959490934405,0.0,0.0,1,0,0,0,0,1,0,Yes
0.572337951211717,0.0,1.0,0.05680072461244556,0.0,0.0,0,0,1,1,0,0,0,No
0.0032524183896717185,0.0,0.0,0.016177115546564924,0.0,0.0,1,0,0,0,0,0,1,No
0.7721040397666172,1.0,0.0,0.39466806917892894,0.0,0.0,0,1,0,0,0,1,0,No
0.5008226865662754,0.0,0.0,0.6851892935682945,0.0,0.0,1,0,0,0,0,1,0,No
0.5434532065233555,1.0,1.0,0.41614901982877756,0.0,1.0,1,0,0,0,1,0,0,Yes
0.7202817367370937,0.0,0.0,0.335418687855655,1.0,0.0,0,0,1,1,0,0,0,No
0.04553207014676508,0.0,0.0,0.18140061787445616,0.0,0.0,1,0,0,0,0,1,0,Yes
0.11831811696276195,0.0,0.0,0.2726320712540022,0.0,0.0,1,0,0,0,0,1,0,Yes
0.4963644341846371,0.0,0.0,0.07958260625782376,0.0,0.0,0,0,1,0,1,0,0,No
0.579028773649691,1.0,0.0,0.5783266608346685,0.0,0.0,1,0,0,1,0,0,0,No
0.5106381608715528,0.0,1.0,0.02101375732047711,0.0,1.0,0,0,1,0,0,0,1,No
0.4934570965724589,0.0,0.0,0.014563249825158886,0.0,1.0,0,0,1,0,0,0,1,No
0.10463099250356506,0.0,1.0,0.5336075613367468,0.0,0.0,1,0,0,0,0,0,1,Yes
0.9064818621153468,1.0,1.0,0.7055702960222466,1.0,1.0,0,0,1,0,1,0,0,No
0.3641456700163811,1.0,0.0,0.5405003088827752,1.0,0.0,1,0,0,0,0,1,0,Yes
0.8847771602417128,0.0,1.0,0.8310085746048724,0.0,0.0,0,0,1,1,0,0,0,No
0.8497488067420875,1.0,0.0,0.6691510935368609,0.0,0.0,0,1,0,0,1,0,0,No
0.5763123312613858,0.0,1.0,0.061049616448255906,0.0,0.0,0,0,1,1,0,0,0,No
0.906065598856931,1.0,1.0,0.8117882027724548,1.0,1.0,0,0,1,0,1,0,0,No
0.09184144393200766,0.0,0.0,0.014563249825158886,0.0,0.0,0,1,0,0,0,0,1,No
0.06603579034089158,0.0,0.0,0.2858450635376478,0.0,0.0,1,0,0,0,0,1,0,Yes
0.5968348945709068,0.0,0.0,0.47481976008218646,0.0,1.0,0,1,0,0,1,0,0,No
0.4764874049336873,0.0,1.0,0.524245418234722,1.0,1.0,1,0,0,0,0,0,1,No
0.36434552491921945,0.0,1.0,0.5148742915758399,1.0,1.0,1,0,0,0,0,1,0,No
0.3889244389550601,0.0,0.0,0.7727825027702881,0.0,0.0,1,0,0,0,0,0,1,Yes
0.9710429179648502,1.0,1.0,0.8990282356417985,0.0,1.0,0,1,0,0,1,0,0,No
0.8457608471107747,1.0,1.0,0.6866462316853857,1.0,1.0,0,0,1,0,0,1,0,No
0.1524732153712003,0.0,1.0,0.0156392528613008,0.0,1.0,1,0,0,0,0,0,1,No
0.4905001200283911,0.0,1.0,0.6360324803330195,0.0,1.0,1,0,0,1,0,0,0,No
0.5842494080031,0.0,0.0,0.6676919865172866,0.0,0.0,1,0,0,1,0,0,0,No
0.31847954075860707,0.0,1.0,0.02047671631299386,0.0,1.0,0,1,0,0,0,0,1,No
0.4679579594252311,1.0,1.0,0.47234158556250294,0.0,1.0,0,0,1,0,0,0,1,No
0.24677824574788,0.0,0.0,0.07958260625782376,0.0,0.0,0,0,1,1,0,0,0,No
0.4151827588663096,1.0,0.0,0.39016488081416756,0.0,1.0,1,0,0,0,0,1,0,No
0.555520412816239,1.0,1.0,0.6506554614726018,0.0,0.0,1,0,0,0,0,1,0,Yes
0.17157023408995542,0.0,0.0,0.5262171379439274,0.0,0.0,1,0,0,0,0,1,0,No
0.7703000563087653,0.0,0.0,0.567533355121411,1.0,0.0,0,0,1,1,0,0,0,No
0.237309799379472,0.0,1.0,0.025306859249866365,0.0,1.0,0,1,0,0,0,0,1,No
0.5236154925010805,0.0,1.0,0.017790151131650722,0.0,0.0,0,0,1,0,0,0,1,No
0.25758603838665933,0.0,0.0,0.5380391621064622,0.0,0.0,1,0,0,1,0,0,0,Yes
0.898443129768293,1.0,1.0,0.7152634683130703,1.0,0.0,0,0,1,1,0,0,0,No
0.6696303072501721,0.0,1.0,0.2822903279209984,0.0,0.0,1,0,0,0,0,1,0,Yes
0.2798847800582334,0.0,1.0,0.02316102220694094,0.0,1.0,1,0,0,0,0,1,0,No
0.7411590130745285,1.0,1.0,0.6686647448370722,1.0,0.0,0,1,0,1,0,0,0,No
0.24213493613213066,0.0,1.0,0.8631429515437732,1.0,0.0,1,0,0,0,0,1,0,Yes
0.4953057379718275,0.0,1.0,0.6462705479017083,1.0,0.0,0,0,1,0,0,0,1,No
0.8338947048323386,0.0,1.0,0.7713356266551223,0.0,0.0,0,1,0,1,0,0,0,Yes
0.38868182769709964,0.0,0.0,0.02477053307057453,0.0,0.0,0,1,0,1,0,0,0,No
0.4187174897165554,0.0,1.0,0.06900329248259712,0.0,0.0,1,0,0,0,0,1,0,No
0.4893078168801822,0.0,0.0,0.5729314079475217,0.0,0.0,1,0,0,0,0,0,1,Yes
0.34626663318201345,1.0,0.0,0.5925372479350273,0.0,0.0,1,0,0,1,0,0,0,Yes
0.551128015088307,0.0,1.0,0.8722423608728985,0.0,1.0,1,0,0,1,0,0,0,No
0.506612293383063,0.0,1.0,0.02477053307057453,0.0,0.0,0,1,0,0,1,0,0,No
0.032629216005762574,0.0,0.0,0.12424305133638547,0.0,0.0,1,0,0,1,0,0,0,Yes
0.0653907998352321,0.0,0.0,0.2822903279209984,0.0,0.0,1,0,0,0,0,0,1,No
0.390742048878696,0.0,0.0,0.6710962855659143,0.0,0.0,1,0,0,1,0,0,0,Yes
0.6512992384101076,1.0,1.0,0.575874618865206,0.0,1.0,0,1,0,0,1,0,0,No
0.4835119565662795,0.0,0.0,0.6199251547088855,0.0,0.0,1,0,0,0,0,1,0,Yes
0.018887466829717314,0.0,1.0,0.07006252430679638,0.0,0.0,1,0,0,0,0,1,0,Yes
0.4679305044900226,0.0,0.0,0.348010088044931,0.0,0.0,1,0,0,0,0,0,1,No
0.11939676782893527,0.0,0.0,0.12894517820503548,1.0,0.0,1,0,0,0,0,1,0,No
0.24320108762299608,0.0,0.0,0.01510129770078833,0.0,0.0,0,1,0,0,0,1,0,No
0.6441414383412938,0.0,1.0,0.39616857319058885,0.0,0.0,1,0,0,0,1,0,0,No
0.7135225758568233,1.0,1.0,0.547880116873711,1.0,1.0,0,1,0,0,1,0,0,No
0.35461120403953117,0.0,1.0,0.7341432089425612,0.0,0.0,1,0,0,0,0,1,0,Yes
0.5253763050407556,0.0,1.0,0.016177115546564924,0.0,1.0,0,0,1,1,0,0,0,No
0.9788662185288762,1.0,1.0,0.9138350324678328,0.0,1.0,0,0,1,0,1,0,0,No
0.49710052348483136,0.0,1.0,0.011333001968190315,0.0,1.0,0,0,1,0,1,0,0,No
0.5935888969593118,1.0,1.0,0.7877241832828255,1.0,0.0,1,0,0,0,0,1,0,No
0.37082562400149066,0.0,1.0,0.0626416971581199,0.0,1.0,0,0,1,1,0,0,0,No
0.9108324584792993,0.0,0.0,0.9295809047683283,1.0,0.0,1,0,0,0,0,1,0,No
0.9754338949655982,0.0,1.0,0.9381626121761368,1.0,1.0,0,0,1,1,0,0,0,No
0.0065580564231831895,0.0,0.0,0.02691530853653007,0.0,1.0,1,0,0,0,0,0,1,No
0.6723147055169102,1.0,1.0,0.8391690868714791,1.0,0.0,0,1,0,0,1,0,0,No
0.4836238285699466,0.0,0.0,0.627737681227545,1.0,0.0,1,0,0,0,1,0,0,No
0.9496470706810539,1.0,1.0,0.87415728719687,0.0,1.0,0,0,1,0,0,1,0,No
0.4697724757776115,0.0,0.0,0.6106405724124081,0.0,1.0,1,0,0,0,1,0,0,No
0.6962050968165111,0.0,0.0,0.5178345731565616,0.0,0.0,1,0,0,0,1,0,0,No
0.6726447786069859,0.0,0.0,0.6267614166492159,1.0,0.0,0,1,0,1,0,0,0,No
0.7847481547704798,1.0,1.0,0.3846575445283428,1.0,1.0,0,0,1,0,1,0,0,No
0.11668349791179805,0.0,0.0,0.626273252177387,0.0,0.0,1,0,0,0,0,1,0,Yes
0.5973477643100239,1.0,0.0,0.8842064654182997,1.0,0.0,1,0,0,0,0,1,0,Yes
0.9169634526059418,0.0,1.0,0.8444468598194719,1.0,0.0,0,1,0,0,1,0,0,No
0.1221727258785335,0.0,0.0,0.2893979014495953,0.0,0.0,1,0,0,0,1,0,0,Yes
0.020165974762924588,0.0,0.0,0.0748254693219561,0.0,0.0,1,0,0,0,0,1,0,No
0.4856633809370238,0.0,0.0,0.016177115546564924,0.0,1.0,0,0,1,0,0,0,1,No
0.3572967844354856,0.0,1.0,0.018865050156262053,0.0,1.0,0,1,0,0,0,1,0,No
0.6020248901666855,0.0,1.0,0.6934429204628365,0.0,0.0,1,0,0,0,0,1,0,No
0.733692821722244,1.0,1.0,0.41764561023834024,0.0,0.0,1,0,0,1,0,0,0,No
0.7108715167446131,1.0,1.0,0.2817823527392615,1.0,1.0,0,0,1,0,1,0,0,No
0.7588336705617007,1.0,1.0,0.39616857319058885,1.0,0.0,0,0,1,1,0,0,0,No
0.8516496795104032,0.0,1.0,0.6681783758348017,1.0,1.0,0,0,1,1,0,0,0,No
0.38089496187756267,0.0,0.0,0.6272495596612055,0.0,0.0,1,0,0,1,0,0,0,No
0.25529266332564043,0.0,0.0,0.5306520577893394,0.0,0.0,1,0,0,0,0,1,0,Yes
0.5860242051606774,0.0,1.0,0.0695329449912972,0.0,0.0,0,0,1,1,0,0,0,No
0.004754347912562351,0.0,1.0,0.02101375732047711,0.0,1.0,0,1,0,0,0,1,0,No
0.20430146912050012,0.0,1.0,0.330376069136483,1.0,0.0,1,0,0,0,0,0,1,Yes
0.22911891043531651,0.0,0.0,0.011871611239931912,0.0,0.0,0,1,0,1,0,0,0,No
0.5123395141150572,1.0,0.0,0.3359227577348095,0.0,0.0,0,1,0,0,0,0,1,No
0.659994938945472,1.0,1.0,0.6384709584292361,1.0,1.0,0,1,0,0,0,0,1,No
0.08238473859138529,0.0,1.0,0.38215294929582233,0.0,0.0,1,0,0,0,0,0,1,Yes
0.6760416961142659,0.0,0.0,0.7234966398007026,1.0,0.0,1,0,0,0,1,0,0,No
0.7801072399040848,1.0,1.0,0.6788738235300167,1.0,1.0,0,0,1,0,1,0,0,No
0.8742974283963583,1.0,0.0,0.8975945288278504,1.0,0.0,0,0,1,0,1,0,0,No
0.8194539476785294,1.0,0.0,0.7583064565220397,1.0,0.0,1,0,0,0,1,0,0,No
0.12228958178629135,1.0,0.0,0.6720687600962486,0.0,0.0,1,0,0,0,0,0,1,Yes
0.5521493128143699,0.0,0.0,0.021550708186991507,0.0,0.0,0,0,1,0,1,0,0,No
0.40049175203223886,0.0,0.0,0.07376754279177966,0.0,0.0,1,0,0,0,0,1,0,No
0.15303614379001462,0.0,0.0,0.3741328961553405,0.0,0.0,1,0,0,0,0,0,1,Yes
0.2699226966625323,0.0,0.0,0.12058247951512752,1.0,0.0,0,0,1,0,0,0,1,No
0.5149782287255507,0.0,1.0,0.5601678218353672,0.0,0.0,1,0,0,0,0,1,0,No
0.4849967376770437,0.0,0.0,0.7727825027702881,0.0,0.0,1,0,0,0,0,1,0,Yes
0.26306427253764014,0.0,0.0,0.016177115546564924,0.0,0.0,0,0,1,0,0,0,1,No
0.9029731107662808,0.0,0.0,0.6915014042603169,1.0,0.0,0,0,1,1,0,0,0,No
0.9689619646435425,0.0,0.0,0.9090602685599052,1.0,0.0,0,0,1,1,0,0,0,No
0.7146461801604065,1.0,1.0,0.5753841414115243,1.0,1.0,0,1,0,0,1,0,0,No
0.892310426215805,1.0,1.0,0.7669940302345692,0.0,0.0,1,0,0,0,0,1,0,No
0.40748992993088323,0.0,0.0,0.3781439456971232,0.0,0.0,1,0,0,0,0,1,0,No
0.25778195706224283,1.0,0.0,0.5817585557037837,0.0,0.0,1,0,0,0,0,1,0,No
0.6586980860961876,0.0,0.0,0.4797740925172892,0.0,0.0,0,1,0,0,0,0,1,No
0.4770000405456992,0.0,0.0,0.5724407919010145,0.0,0.0,1,0,0,0,0,1,0,Yes
0.07124563930282579,1.0,0.0,0.31522696436267733,0.0,0.0,1,0,0,0,0,0,1,Yes
0.7923103619501579,1.0,0.0,0.8113073452753696,0.0,0.0,0,1,0,0,0,1,0,No
0.8119222806809122,1.0,1.0,0.7583064565220397,0.0,0.0,0,1,0,0,0,1,0,No
0.181131082606657,0.0,1.0,0.5331150388449815,0.0,1.0,1,0,0,0,0,1,0,Yes
0.055551473577130805,0.0,1.0,0.2302672783179263,0.0,0.0,1,0,0,0,0,1,0,Yes
0.6680151207715175,0.0,0.0,0.6633135663600622,1.0,1.0,0,1,0,0,1,0,0,No
0.2132265118380518,0.0,0.0,0.017252564444846186,0.0,0.0,1,0,0,0,0,0,1,No
0.7798896847022813,0.0,1.0,0.4256229273655808,1.0,1.0,0,0,1,0,0,1,0,No
0.9326891796662816,1.0,1.0,0.965306199430499,1.0,1.0,0,0,1,0,1,0,0,No
0.8758301583928308,1.0,0.0,0.9581677955351354,1.0,0.0,0,1,0,0,1,0,0,No
0.11747305811868658,0.0,1.0,0.2751751018472607,0.0,0.0,1,0,0,0,1,0,0,Yes
0.5029078985745269,1.0,1.0,0.27924188961521684,0.0,0.0,1,0,0,0,0,1,0,No
0.1690721604391145,0.0,0.0,0.23999101334108305,0.0,0.0,1,0,0,0,0,1,0,Yes
0.5237411180734717,0.0,0.0,0.887076374486222,0.0,0.0,1,0,0,0,0,1,0,Yes
0.8296752385234185,0.0,1.0,0.7230124877645266,0.0,0.0,1,0,0,0,0,1,0,No
0.545842046055582,1.0,0.0,0.32835803911035444,1.0,0.0,0,0,1,1,0,0,0,No
0.8356870301171282,1.0,1.0,0.9481684738619157,1.0,0.0,0,1,0,0,0,0,1,No
0.8623175410613014,1.0,1.0,0.7060551379372338,1.0,1.0,0,0,1,0,0,0,1,No
0.49751672162423716,0.0,0.0,0.07112146396531421,0.0,0.0,0,0,1,1,0,0,0,No
0.6055237461025832,1.0,0.0,0.8688906227133427,1.0,0.0,1,0,0,0,0,0,1,No
0.4814291305441448,0.0,0.0,0.011871611239931912,0.0,0.0,0,0,1,0,0,0,1,Yes
0.5734526223597878,0.0,1.0,0.06423310083535527,0.0,0.0,0,0,1,0,1,0,0,No
0.5446262406858444,0.0,0.0,0.7674765016934301,1.0,0.0,1,0,0,0,0,1,0,Yes
0.7346331973675555,1.0,1.0,0.4276160809119984,1.0,0.0,0,0,1,0,0,1,0,No
0.018887466829717314,0.0,0.0,0.07006252430679638,0.0,0.0,1,0,0,1,0,0,0,Yes
0.6232457415321151,0.0,1.0,0.8885111159665963,1.0,0.0,1,0,0,0,0,1,0,No
