senior_citizen,partner,dependents,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,monthly_charges,total_charges,gender_F,gender_M,internet_service_DSL,internet_service_Fiber optic,internet_service_No,contract_Month-to-month,contract_One year,contract_Two year,payment_method_Bank transfer (automatic),payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3298716144683355,0.442683983884971,1,0,1,0,0,1,0,0,0,0,0,1
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769404631363188,0.455663269415324,0,1,0,0,1,0,1,0,1,0,0,0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3741328961553405,0.4554035560891011,1,0,1,0,0,0,1,0,0,1,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3323935365374655,0.1850744091513687,0,1,1,0,0,1,0,0,0,0,0,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172525644448461,0.3558172212529948,0,1,0,0,1,0,1,0,0,0,0,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019939584936256,0.4072074593648731,0,1,0,0,1,0,1,0,0,0,0,1
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.817557161295581,0.8832914905332282,1,0,0,1,0,0,0,1,0,0,1,0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6623403595526988,0.8841899596680558,1,0,1,0,0,0,0,1,0,1,0,0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2772088117218095,0.6161126501940586,1,0,1,0,0,1,0,0,0,0,1,0
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4096606872920602,0.5097133259519634,0,1,1,0,0,1,0,0,0,0,0,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0220875691397102,0.4130910686682946,1,0,0,0,1,0,1,0,1,0,0,0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6340813164591088,0.3017529089592097,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5301593877294783,0.7763020661865521,0,1,1,0,0,0,0,1,1,0,0,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1777826354932881,0.1403133113196634,0,1,1,0,0,1,0,0,0,0,0,1
0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4330948502691356,0.6567826063370653,0,1,1,0,0,0,1,0,1,0,0,0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5768555046640058,0.4019905117133077,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5286812295185538,0.6702013367972174,0,1,1,0,0,1,0,0,0,0,1,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3116875100117223,0.2879350155490769,1,0,1,0,0,1,0,0,0,0,1,0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285229685033614,0.33025829362114,0,1,0,0,1,0,0,1,0,0,0,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7259171158977645,0.9197774099384398,1,0,1,0,0,0,0,1,1,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2883829976598302,0.3518761737539732,0,1,1,0,0,1,0,0,1,0,0,0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0705920305810273,0.5935139200305363,0,1,0,0,1,0,0,1,1,0,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140251089933381,0.5013053602858787,0,1,0,0,1,0,0,1,0,1,0,0
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8535583165120499,0.8469080211843517,0,1,0,1,0,0,1,0,1,0,0,0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5812683536798439,0.5526552417621282,0,1,0,1,0,1,0,0,0,0,0,1
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8995061067419566,0.6265335132106734,0,1,0,1,0,1,0,0,1,0,0,0
0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8559550854522621,0.870037623061531,1,0,0,1,0,1,0,0,0,1,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5207939499644838,0.3415701364475225,0,1,0,1,0,1,0,0,1,0,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0226243404047026,0.0052497002976651,0,1,0,0,1,1,0,0,0,0,0,1
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6730411537722722,0.8717877660140229,1,0,0,1,0,0,0,1,1,0,0,0
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8621847802811193,0.940472696237708,1,0,0,1,0,0,0,1,1,0,0,0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9776716728117402,0.9947128458803526,1,0,0,1,0,0,0,1,0,1,0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4445391959061034,0.7562003365428248,1,0,1,0,0,0,0,1,1,0,0,0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5690058302784394,0.7380287896517821,1,0,1,0,0,0,0,1,0,0,0,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3916662237748926,0.4505046609816949,1,0,1,0,0,0,1,0,0,0,0,1
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6701237300799674,0.5976209309282602,1,0,0,1,0,1,0,0,0,0,0,1
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6399337916857071,0.7412932039565803,1,0,1,0,0,1,0,0,0,0,0,1
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.937685978341354,0.8356647135798105,0,1,0,1,0,0,1,0,0,1,0,0
0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5099384669619818,0.7834030334100608,0,1,1,0,0,0,0,1,1,0,0,0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8286075049182737,0.7336965290687512,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4330948502691356,0.7802208354857731,1,0,1,0,0,0,0,1,0,1,0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2200145046013294,0.586172110692679,0,1,1,0,0,1,0,0,0,0,1,0
0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4360817935850979,0.6983787960490426,1,0,1,0,0,0,1,0,1,0,0,0
0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4291106395313349,0.5636126194460448,1,0,1,0,0,0,1,0,0,0,1,0
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4440419295107432,0.7482676655118998,0,1,1,0,0,0,0,1,0,0,1,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.645783230931817,0.4688531758078569,1,0,0,1,0,1,0,0,0,0,0,1
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7133254494432927,0.8926258250666022,0,1,1,0,0,0,0,1,0,1,0,0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.865538096781362,0.927499829365084,0,1,0,1,0,0,1,0,0,1,0,0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8918582951854243,0.9637575905048604,1,0,0,1,0,0,0,1,1,0,0,0
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.735594309554179,0.8260951145542069,1,0,0,1,0,0,1,0,0,0,1,0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6915014042603169,0.9029731107662808,1,0,1,0,0,0,0,1,1,0,0,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3736313703215189,0.5327724001417847,0,1,1,0,0,0,1,0,0,0,0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0279871691908671,0.1066863532550701,1,0,0,0,1,1,0,0,0,0,0,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013486874963036,0.3160100902392448,1,0,0,0,1,1,0,0,1,0,0,0
0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8717635892613363,0.5103121160854343,1,0,0,1,0,1,0,0,0,0,1,0
1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8708059979450531,0.8107071063021467,1,0,0,1,0,0,1,0,1,0,0,0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9581677955351354,0.8758301583928308,0,1,0,1,0,0,1,0,0,1,0,0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.7660290333135091,0.6721852598374484,0,1,0,1,0,1,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5670424834476302,0.2153369693529859,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4688710051366963,0.6681688698600716,1,0,1,0,0,0,1,0,1,0,0,0
0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8449265581779277,0.8938225323545304,0,1,0,1,0,0,1,0,1,0,0,0
0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.6204135994581653,0.6487905068038925,1,0,1,0,0,0,1,0,0,1,0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.3111817276645604,0.6082858594873342,0,1,1,0,0,0,0,1,0,1,0,0
0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6929575709495254,0.8441685939944532,0,1,1,0,0,0,0,1,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2343634066584349,0.5423304065107047,0,1,1,0,0,1,0,0,0,0,1,0
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6121070830230537,0.7098107430691691,1,0,1,0,0,0,0,1,0,0,1,0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.627737681227545,0.775858865435153,1,0,1,0,0,0,1,0,1,0,0,0
0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9338723676372832,0.8767659558800671,1,0,0,1,0,0,1,0,1,0,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018865050156262,0.3740971765961994,1,0,0,0,1,0,1,0,0,0,0,1
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0161771155465649,0.2763799569100573,0,1,0,0,1,1,0,0,0,0,1,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5846992886053793,0.3110698227724548,1,0,0,1,0,1,0,0,0,0,0,1
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177901511316507,0.3915886303697046,0,1,0,0,1,0,1,0,0,0,1,0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8214017731492571,0.7603026107945174,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3881626526012446,0.5183007282052906,1,0,1,0,0,0,1,0,1,0,0,0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9648304081745692,0.989485450395828,1,0,0,1,0,0,0,1,0,1,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2675430102239195,0.0626792600906308,0,1,1,0,0,1,0,0,1,0,0,0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7529944875607889,0.7811218289398959,0,1,0,1,0,1,0,0,1,0,0,0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5183278653436213,0.5246335939007029,1,0,1,0,0,1,0,0,0,1,0,0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6184596904406884,0.5796645957262049,1,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151012977007883,0.2925371842752784,0,1,0,0,1,0,1,0,1,0,0,0
0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5817585557037837,0.8576596780564185,1,0,1,0,0,0,0,1,0,1,0,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6394462017015198,0.3687941859878647,1,0,1,0,0,1,0,0,1,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2200145046013294,0.4338469392457972,1,0,1,0,0,1,0,0,0,0,1,0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0279871691908671,0.0941142041453723,1,0,0,0,1,1,0,0,0,0,0,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019939584936256,0.2786655538310558,1,0,0,0,1,0,1,0,1,0,0,0
0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0764118217245359,0.5794588635230624,0,1,0,0,1,0,0,1,0,0,0,1
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7703709530587575,0.5683328752728287,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.658446712499112,0.8923080176231537,0,1,1,0,0,0,0,1,0,0,1,0
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.366606608523131,0.5979052110526557,0,1,1,0,0,0,1,0,0,0,0,1
0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3906653596758525,0.5461894157625249,1,0,1,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6096627890041874,0.6133626881177076,1,0,1,0,0,0,1,0,0,0,0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0231610222069409,0.5310518233444249,0,1,0,0,1,0,0,1,0,1,0,0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.921471465627903,0.892952996136978,1,0,0,1,0,0,1,0,0,0,1,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0242341183176102,0.3639742185451059,1,0,0,0,1,1,0,0,0,0,0,1
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0210137573204771,0.3045966283352567,1,0,0,0,1,1,0,0,0,0,0,1
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.623343813892894,0.7746742902042154,1,0,1,0,0,0,0,1,0,0,0,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140251089933381,0.0025770801337646,0,1,0,0,1,1,0,0,0,0,0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2670338827367189,0.3722749882045616,1,0,1,0,0,0,1,0,0,0,1,0
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.524245418234722,0.4764874049336873,0,1,1,0,0,1,0,0,0,0,0,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5724407919010145,0.5709634291773314,0,1,1,0,0,0,1,0,1,0,0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.173127270450358,0.2441551009207159,1,0,1,0,0,1,0,0,0,0,0,1
1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7694062077532555,0.890032576798389,0,1,0,1,0,1,0,0,0,1,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5281884607090773,0.1038936697502529,0,1,0,1,0,1,0,0,0,0,1,0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9595957399135484,0.9866973845616868,0,1,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5866593219548426,0.4348019450786222,1,0,1,0,0,0,1,0,0,0,0,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140251089933381,0.4274636653713052,0,1,0,0,1,0,0,1,1,0,0,0
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8923364007992011,0.9344000838999644,1,0,0,1,0,0,1,0,0,0,1,0
1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.9052393474408292,0.9359137109525816,1,0,0,1,0,1,0,0,1,0,0,0
0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4460308251762171,0.55796535236145,0,1,1,0,0,0,1,0,1,0,0,0
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0748254693219561,0.4829173562921051,1,0,0,0,1,0,0,1,0,0,1,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107942982679736,0.0708937570120002,0,1,0,0,1,1,0,0,0,0,0,1
0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5429608487757704,0.8039720365770708,0,1,1,0,0,0,1,0,0,1,0,0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059416740448243,0.2465958936232457,1,0,0,0,1,1,0,0,0,0,0,1
1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6813032497418725,0.8477384398051557,0,1,0,1,0,0,1,0,1,0,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140251089933381,0.3356241856947772,1,0,0,0,1,0,0,1,1,0,0,0
0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.6355447211891981,0.6266006642893266,0,1,1,0,0,0,1,0,0,0,0,1
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4171467765132897,0.1969367408507699,1,0,1,0,0,1,0,0,0,1,0,0
0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5817585557037837,0.8183919364577973,0,1,1,0,0,0,0,1,0,1,0,0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4301068663578775,0.3412840058556093,1,0,1,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8822928763907066,0.7165430242774558,1,0,0,1,0,1,0,0,1,0,0,0
0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6633135663600622,0.8908988860308216,1,0,1,0,0,0,0,1,1,0,0,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2271933255347216,0.6070320181896735,0,1,1,0,0,1,0,0,0,0,1,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7394630901242797,0.7507709761386352,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2746665752841613,0.0639963230892874,1,0,1,0,0,1,0,0,0,1,0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1684677210340305,0.5794528103595475,1,0,1,0,0,0,0,1,1,0,0,0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5267100058017523,0.7424949601405175,1,0,0,1,0,1,0,0,1,0,0,0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7650639643205461,0.8810375094937039,1,0,0,1,0,1,0,0,0,1,0,0
