total_charges,online_security,partner,monthly_charges,tech_support,dependents,contract_Month-to-month,contract_One year,contract_Two year,payment_method_Bank transfer (automatic),payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check
0.5327724001417847,1.0,1.0,0.3736313703215189,1.0,0.0,0,1,0,0,0,0,1
0.1066863532550701,0.0,1.0,0.0279871691908671,0.0,0.0,1,0,0,0,0,0,1
0.3160100902392448,0.0,0.0,0.013486874963036,0.0,0.0,1,0,0,1,0,0,0
0.9430999372658664,1.0,0.0,0.8593098776340373,1.0,0.0,0,0,1,0,1,0,0
0.5103121160854343,0.0,0.0,0.8717635892613363,0.0,1.0,1,0,0,0,0,1,0
0.8107071063021467,1.0,1.0,0.8708059979450531,0.0,0.0,0,1,0,1,0,0,0
0.8758301583928308,1.0,0.0,0.9581677955351354,1.0,0.0,0,1,0,0,1,0,0
0.6721852598374484,1.0,0.0,0.7660290333135091,0.0,0.0,1,0,0,0,1,0,0
0.2153369693529859,0.0,0.0,0.5670424834476302,0.0,0.0,1,0,0,0,0,1,0
0.2742897185647945,0.0,1.0,0.5778362984264788,0.0,0.0,1,0,0,0,0,1,0
0.6681688698600716,0.0,1.0,0.4688710051366963,0.0,0.0,0,1,0,1,0,0,0
0.5803291992176176,1.0,0.0,0.77422921798989,0.0,0.0,1,0,0,0,0,1,0
0.1029490576886384,0.0,0.0,0.5212870917599675,0.0,0.0,1,0,0,0,0,1,0
0.1044303258839625,0.0,0.0,0.5321299201974511,0.0,0.0,1,0,0,0,0,1,0
0.8938225323545304,0.0,1.0,0.8449265581779277,0.0,0.0,0,1,0,1,0,0,0
0.6487905068038925,1.0,0.0,0.6204135994581653,0.0,0.0,0,1,0,0,1,0,0
0.6082858594873342,1.0,1.0,0.3111817276645604,1.0,1.0,0,0,1,0,1,0,0
0.8441685939944532,1.0,1.0,0.6929575709495254,1.0,1.0,0,0,1,0,0,1,0
0.5423304065107047,0.0,0.0,0.2343634066584349,1.0,0.0,1,0,0,0,0,1,0
0.2395221324487273,0.0,0.0,0.5311447032082696,0.0,0.0,1,0,0,0,0,1,0
0.2670613158157461,0.0,1.0,0.7747114206883481,0.0,0.0,1,0,0,0,0,1,0
0.7098107430691691,1.0,1.0,0.6121070830230537,1.0,1.0,0,0,1,0,0,1,0
0.775858865435153,1.0,1.0,0.627737681227545,1.0,1.0,0,1,0,1,0,0,0
0.8767659558800671,0.0,1.0,0.9338723676372832,1.0,0.0,0,1,0,1,0,0,0
0.3740971765961994,0.0,0.0,0.018865050156262,0.0,0.0,0,1,0,0,0,0,1
0.089450685793389,0.0,0.0,0.0145632498251588,0.0,0.0,1,0,0,0,0,0,1
0.2763799569100573,0.0,1.0,0.0161771155465649,0.0,1.0,1,0,0,0,0,1,0
0.3110698227724548,0.0,0.0,0.5846992886053793,1.0,0.0,1,0,0,0,0,0,1
0.0464122041924432,0.0,0.0,0.0145632498251588,0.0,1.0,1,0,0,0,0,1,0
0.3915886303697046,0.0,1.0,0.0177901511316507,0.0,1.0,0,1,0,0,0,1,0
0.7603026107945174,0.0,0.0,0.8214017731492571,0.0,0.0,1,0,0,0,0,1,0
0.5183007282052906,0.0,0.0,0.3881626526012446,0.0,0.0,0,1,0,1,0,0,0
0.989485450395828,1.0,0.0,0.9648304081745692,1.0,0.0,0,0,1,0,1,0,0
0.0626792600906308,0.0,0.0,0.2675430102239195,0.0,0.0,1,0,0,1,0,0,0
0.7811218289398959,0.0,1.0,0.7529944875607889,0.0,1.0,1,0,0,1,0,0,0
0.5246335939007029,0.0,0.0,0.5183278653436213,1.0,0.0,1,0,0,0,1,0,0
0.9532378699337778,0.0,1.0,0.9248111774259736,1.0,0.0,0,1,0,0,0,1,0
0.5796645957262049,0.0,0.0,0.6184596904406884,1.0,0.0,1,0,0,0,0,0,1
0.2925371842752784,0.0,0.0,0.0151012977007883,0.0,0.0,0,1,0,1,0,0,0
0.8576596780564185,1.0,1.0,0.5817585557037837,1.0,1.0,0,0,1,0,1,0,0
0.3687941859878647,1.0,1.0,0.6394462017015198,1.0,0.0,1,0,0,1,0,0,0
0.4338469392457972,0.0,1.0,0.2200145046013294,0.0,1.0,1,0,0,0,0,1,0
0.0941142041453723,0.0,1.0,0.0279871691908671,0.0,1.0,1,0,0,0,0,0,1
0.2786655538310558,0.0,0.0,0.019939584936256,0.0,0.0,0,1,0,1,0,0,0
0.5794588635230624,0.0,1.0,0.0764118217245359,0.0,1.0,0,0,1,0,0,0,1
0.5683328752728287,0.0,1.0,0.7703709530587575,0.0,0.0,1,0,0,0,0,1,0
0.8923080176231537,1.0,1.0,0.658446712499112,1.0,0.0,0,0,1,0,0,1,0
0.5979052110526557,1.0,1.0,0.366606608523131,0.0,1.0,0,1,0,0,0,0,1
0.5461894157625249,1.0,0.0,0.3906653596758525,0.0,0.0,1,0,0,0,0,1,0
0.5506461104544004,0.0,0.0,0.7785684009595515,0.0,0.0,1,0,0,0,1,0,0
0.1062251081064772,0.0,0.0,0.5454207840299224,0.0,0.0,1,0,0,0,0,1,0
0.6133626881177076,0.0,0.0,0.6096627890041874,1.0,0.0,0,1,0,0,0,0,1
0.5310518233444249,0.0,1.0,0.0231610222069409,0.0,0.0,0,0,1,0,1,0,0
0.892952996136978,1.0,0.0,0.921471465627903,0.0,0.0,0,1,0,0,0,1,0
0.3639742185451059,0.0,1.0,0.0242341183176102,0.0,0.0,1,0,0,0,0,0,1
0.4077720551523718,0.0,0.0,0.6701237300799674,0.0,0.0,1,0,0,0,1,0,0
0.2730557028073459,0.0,0.0,0.3399540683316395,0.0,0.0,1,0,0,0,0,0,1
0.4165555603231956,0.0,0.0,0.2797500606869656,0.0,0.0,1,0,0,0,0,1,0
0.3045966283352567,0.0,1.0,0.0210137573204771,0.0,1.0,1,0,0,0,0,0,1
0.7746742902042154,0.0,0.0,0.623343813892894,1.0,0.0,0,0,1,0,0,0,1
0.0025770801337646,0.0,0.0,0.0140251089933381,0.0,1.0,1,0,0,0,0,0,1
0.3722749882045616,0.0,1.0,0.2670338827367189,0.0,0.0,0,1,0,0,0,1,0
0.4764874049336873,0.0,1.0,0.524245418234722,1.0,1.0,1,0,0,0,0,0,1
0.5709634291773314,1.0,1.0,0.5724407919010145,1.0,0.0,0,1,0,1,0,0,0
0.2441551009207159,1.0,1.0,0.173127270450358,1.0,1.0,1,0,0,0,0,0,1
0.890032576798389,0.0,1.0,0.7694062077532555,0.0,0.0,1,0,0,0,1,0,0
0.6289416984383633,0.0,1.0,0.637495630660012,0.0,1.0,1,0,0,0,0,1,0
0.1038936697502529,0.0,0.0,0.5281884607090773,0.0,0.0,1,0,0,0,0,1,0
0.6737618285731115,0.0,0.0,0.6910159759407053,0.0,1.0,1,0,0,0,1,0,0
0.9866973845616868,1.0,1.0,0.9595957399135484,1.0,0.0,0,0,1,0,0,0,1
0.4348019450786222,0.0,0.0,0.5866593219548426,1.0,0.0,0,1,0,0,0,0,1
0.887048888124037,0.0,0.0,0.8521200591225228,0.0,0.0,0,1,0,1,0,0,0
0.4274636653713052,0.0,0.0,0.0140251089933381,0.0,1.0,0,0,1,1,0,0,0
0.9344000838999644,0.0,1.0,0.8923364007992011,0.0,1.0,0,1,0,0,0,1,0
0.4940857872802349,0.0,0.0,0.4460308251762171,0.0,0.0,1,0,0,0,0,0,1
0.9359137109525816,0.0,1.0,0.9052393474408292,0.0,0.0,1,0,0,1,0,0,0
0.55796535236145,1.0,1.0,0.4460308251762171,0.0,1.0,0,1,0,1,0,0,0
0.0020673492058017,0.0,0.0,0.012410126331701,0.0,0.0,1,0,0,0,0,0,1
0.4829173562921051,0.0,1.0,0.0748254693219561,0.0,0.0,0,0,1,0,0,1,0
0.0708937570120002,0.0,0.0,0.0107942982679736,0.0,1.0,1,0,0,0,0,0,1
0.8039720365770708,1.0,1.0,0.5429608487757704,1.0,1.0,0,1,0,0,1,0,0
0.2465958936232457,0.0,1.0,0.0059416740448243,0.0,1.0,1,0,0,0,0,0,1
0.8477384398051557,0.0,1.0,0.6813032497418725,1.0,0.0,0,1,0,1,0,0,0
0.3356241856947772,0.0,0.0,0.0140251089933381,0.0,0.0,0,0,1,1,0,0,0
0.6266006642893266,1.0,1.0,0.6355447211891981,1.0,0.0,0,1,0,0,0,0,1
0.1969367408507699,0.0,1.0,0.4171467765132897,0.0,1.0,1,0,0,0,1,0,0
0.8183919364577973,1.0,1.0,0.5817585557037837,1.0,0.0,0,0,1,0,1,0,0
0.3412840058556093,1.0,0.0,0.4301068663578775,0.0,0.0,1,0,0,0,0,1,0
0.7165430242774558,1.0,0.0,0.8822928763907066,1.0,0.0,1,0,0,1,0,0,0
0.8908988860308216,1.0,1.0,0.6633135663600622,1.0,1.0,0,0,1,1,0,0,0
0.6070320181896735,1.0,1.0,0.2271933255347216,0.0,0.0,1,0,0,0,0,1,0
0.7507709761386352,0.0,0.0,0.7394630901242797,0.0,0.0,1,0,0,0,0,1,0
0.6652531368642455,1.0,1.0,0.7471970870612872,0.0,0.0,1,0,0,0,0,0,1
0.0639963230892874,0.0,0.0,0.2746665752841613,0.0,0.0,1,0,0,0,1,0,0
0.5794528103595475,1.0,1.0,0.1684677210340305,1.0,1.0,0,0,1,1,0,0,0
0.7424949601405175,0.0,1.0,0.5267100058017523,0.0,1.0,1,0,0,1,0,0,0
0.8810375094937039,1.0,1.0,0.7650639643205461,1.0,0.0,1,0,0,0,1,0,0
0.9371352576646028,1.0,0.0,0.8338893057583086,0.0,0.0,0,1,0,1,0,0,0
0.9067258375375832,1.0,1.0,0.7920589145026917,0.0,0.0,0,1,0,1,0,0,0
0.7442753928984396,0.0,1.0,0.4320989715233653,1.0,0.0,1,0,0,1,0,0,0
0.8022572727370705,1.0,1.0,0.5247383854413801,0.0,1.0,0,0,1,0,0,0,1
0.4953057379718275,0.0,1.0,0.6462705479017083,1.0,0.0,0,0,1,0,0,0,1
0.1985064456622886,0.0,0.0,0.761685654106505,0.0,0.0,1,0,0,0,0,1,0
0.4031681103058677,0.0,0.0,0.6350569408381994,0.0,0.0,1,0,0,0,0,1,0
0.7440416499033211,0.0,0.0,0.3640962168412539,1.0,0.0,1,0,0,0,1,0,0
0.6853722208415424,0.0,0.0,0.8262060155190185,1.0,1.0,0,1,0,0,1,0,0
0.4418818195940745,0.0,0.0,0.6740134666950411,0.0,0.0,1,0,0,0,0,1,0
0.5485481909774688,0.0,1.0,0.7394630901242797,1.0,0.0,1,0,0,0,0,1,0
0.9540619708476286,1.0,1.0,0.9286270803757184,1.0,0.0,0,1,0,0,0,1,0
0.8291987307573486,1.0,1.0,0.7259171158977645,1.0,0.0,0,1,0,0,0,1,0
0.5560794426914396,0.0,0.0,0.1684677210340305,0.0,0.0,0,1,0,0,0,1,0
0.7324337052061509,0.0,1.0,0.5345925327482833,0.0,0.0,0,1,0,0,1,0,0
0.8260006615006201,1.0,1.0,0.6350569408381994,1.0,0.0,0,0,1,1,0,0,0
0.104630992503565,1.0,0.0,0.5336075613367468,1.0,1.0,1,0,0,1,0,0,0
0.6084998063939407,0.0,1.0,0.6169940308375914,0.0,1.0,0,1,0,1,0,0,0
0.401048890563159,0.0,0.0,0.566551588435336,0.0,0.0,1,0,0,0,0,1,0
0.961367887578651,0.0,1.0,0.9186082616786572,1.0,1.0,0,0,1,0,0,1,0
0.7459393774347653,0.0,0.0,0.7727825027702881,1.0,0.0,0,1,0,1,0,0,0
0.767993444572582,1.0,1.0,0.7674765016934301,0.0,1.0,0,1,0,0,1,0,0
0.6712687188889939,0.0,1.0,0.5193143743972547,1.0,0.0,0,1,0,0,1,0,0
0.2947974406251837,0.0,0.0,0.1158716442633294,0.0,0.0,1,0,0,0,0,1,0
0.5793741076997301,0.0,0.0,0.7312405022236382,0.0,0.0,1,0,0,0,1,0,0
0.6016323260902259,1.0,1.0,0.5724407919010145,0.0,1.0,1,0,0,0,0,0,1
0.7290982378635122,1.0,1.0,0.631641883411615,1.0,0.0,0,1,0,0,1,0,0
0.3878754971289027,0.0,0.0,0.5577114681643658,1.0,1.0,1,0,0,0,0,0,1
0.9178930739320617,1.0,1.0,0.8281272406507751,0.0,0.0,0,1,0,0,0,1,0
0.6519708822067045,1.0,0.0,0.4708543566069565,1.0,1.0,1,0,0,0,1,0,0
0.5704892141968579,0.0,1.0,0.0663539266803728,0.0,1.0,0,0,1,1,0,0,0
0.5429027082721426,1.0,0.0,0.3585704586423715,0.0,0.0,0,0,1,1,0,0,0
0.4963644341846371,0.0,0.0,0.0795826062578237,0.0,0.0,0,0,1,0,1,0,0
0.6197952871937478,1.0,0.0,0.3826539316694776,0.0,1.0,1,0,0,0,0,0,1
0.8827489520074407,1.0,0.0,0.7336594713309142,1.0,1.0,0,0,1,0,1,0,0
0.39234407314637,0.0,0.0,0.7655465078310799,0.0,0.0,1,0,0,0,0,1,0
0.6096710555899149,0.0,1.0,0.7259171158977645,0.0,0.0,1,0,0,0,0,0,1
0.9211647565341424,0.0,1.0,0.7694062077532555,0.0,0.0,1,0,0,0,0,1,0
0.5829246237900049,1.0,1.0,0.6452958930423426,0.0,1.0,0,1,0,0,1,0,0
0.4207263593266652,0.0,0.0,0.0721801126663306,0.0,1.0,1,0,0,0,1,0,0
0.97774344269629,1.0,1.0,0.9591197731279002,1.0,1.0,0,0,1,1,0,0,0
0.1903152612429738,0.0,1.0,0.013486874963036,0.0,1.0,0,0,1,1,0,0,0
0.7114541021341659,1.0,1.0,0.6608803957870631,0.0,0.0,1,0,0,0,0,1,0
0.6437801764947111,0.0,0.0,0.3696180001626911,0.0,0.0,0,1,0,0,0,0,1
0.3941842934455979,0.0,0.0,0.0753543249625011,0.0,0.0,0,1,0,1,0,0,0
0.1034222383385922,0.0,0.0,0.5247383854413801,0.0,0.0,1,0,0,0,0,1,0
0.3060031381295655,0.0,1.0,0.8319688852068452,0.0,1.0,1,0,0,0,0,1,0
0.3464529410847131,0.0,0.0,0.0113330019681903,0.0,0.0,0,1,0,0,1,0,0
0.4518850395135904,0.0,1.0,0.0226243404047026,0.0,1.0,0,1,0,0,0,0,1
0.4253699438587565,0.0,0.0,0.018865050156262,0.0,0.0,0,0,1,0,0,0,1
0.8670508060452368,1.0,1.0,0.7157479251382728,0.0,0.0,1,0,0,0,0,1,0
0.775757015436841,1.0,0.0,0.8822928763907066,0.0,0.0,1,0,0,0,0,1,0
0.1208805275452686,1.0,0.0,0.6603937001987118,1.0,0.0,1,0,0,0,0,0,1
0.4741497954463846,0.0,0.0,0.8064978276065925,1.0,0.0,1,0,0,0,0,1,0
0.4317769822510838,1.0,0.0,0.2476566174842953,0.0,0.0,1,0,0,0,0,1,0
0.0575497108769507,0.0,0.0,0.0220875691397102,0.0,0.0,1,0,0,0,0,0,1
0.5427993678477115,0.0,1.0,0.0668839474556266,0.0,1.0,0,1,0,0,1,0,0
0.4692540756642724,0.0,1.0,0.0075600789911771,0.0,0.0,0,0,1,0,0,0,1
0.2613925699477628,0.0,0.0,0.0140251089933381,0.0,0.0,0,1,0,0,0,0,1
0.5763123312613858,0.0,1.0,0.0610496164482559,0.0,0.0,0,0,1,1,0,0,0
0.7263174623098951,0.0,1.0,0.6876174245384876,1.0,0.0,0,1,0,1,0,0,0
0.8854517251636971,0.0,1.0,0.8281272406507751,0.0,0.0,0,1,0,0,1,0,0
0.7358768817364235,1.0,1.0,0.8564343903092536,0.0,1.0,0,1,0,0,0,0,1
0.276887842458288,0.0,1.0,0.333402059989133,0.0,0.0,1,0,0,0,0,1,0
0.1517664495797999,0.0,0.0,0.0263792467648091,0.0,0.0,1,0,0,0,0,0,1
0.245916927515743,0.0,0.0,0.3359227577348095,0.0,0.0,1,0,0,0,0,0,1
0.4241792525413437,0.0,0.0,0.0204767163129938,0.0,0.0,0,0,1,0,0,0,1
0.6512420107608418,0.0,1.0,0.2389682028423291,0.0,0.0,1,0,0,1,0,0,0
0.5870874538161162,0.0,1.0,0.659420247444236,0.0,1.0,1,0,0,0,0,1,0
0.5116370912896587,0.0,0.0,0.3831548823494354,1.0,1.0,1,0,0,1,0,0,0
0.925353995279278,0.0,1.0,0.8002428811597435,0.0,0.0,0,0,1,0,0,1,0
0.1072114734214811,1.0,0.0,0.2548025771122956,0.0,0.0,1,0,0,0,0,1,0
0.0413650096251901,0.0,0.0,0.1622483801445253,1.0,1.0,1,0,0,0,0,0,1
0.3389967672262212,0.0,0.0,0.2746665752841613,0.0,1.0,1,0,0,0,0,1,0
0.7628372412975143,1.0,0.0,0.6686647448370722,0.0,0.0,1,0,0,0,0,0,1
0.5672864614577221,0.0,0.0,0.0737675427917796,0.0,0.0,0,0,1,0,1,0,0
0.0037557400203324,0.0,0.0,0.0177901511316507,0.0,0.0,1,0,0,1,0,0,0
0.1096770189289092,0.0,1.0,0.5714594903229304,0.0,0.0,1,0,0,0,0,1,0
0.9413481725038968,1.0,1.0,0.8228432231341736,1.0,1.0,0,0,1,0,1,0,0
0.9253606493585074,0.0,1.0,0.8161151516967826,0.0,0.0,0,1,0,1,0,0,0
