senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,monthly_charges,gender_F,gender_M,internet_service_DSL,internet_service_Fiber optic,internet_service_No,contract_Month-to-month,contract_One year,contract_Two year,payment_method_Bank transfer (automatic),payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5925372479350273,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0497519637871241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151012977007883,0,1,0,0,1,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3248251256062502,1,0,1,0,0,1,0,0,0,0,1,0
1.0,0.0,0.0,0.4346085497692368,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6803315392718176,1,0,0,1,0,1,0,0,0,0,1,0
1.0,0.0,0.0,0.1267439425207783,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6720687600962486,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,0.0497519637871241,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.624320379407256,1,0,0,1,0,1,0,0,1,0,0,0
0.0,0.0,1.0,0.7862708497641429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0247705330705745,0,1,0,0,1,0,1,0,0,1,0,0
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6759578506838221,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.0497519637871241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0220875691397102,1,0,0,0,1,0,1,0,0,0,0,1
0.0,0.0,0.0,0.4013792551953058,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7094484897939236,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.4182492059464703,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0700625243067963,1,0,0,0,1,1,0,0,0,0,0,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0210137573204771,0,1,0,0,1,1,0,0,1,0,0,0
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6228554988033589,0,1,1,0,0,0,0,1,0,1,0,0
0.0,1.0,0.0,0.3471906800900553,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5900885074149497,1,0,1,0,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.8864558080665539,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2700880426885405,1,0,1,0,0,0,1,0,0,0,0,1
0.0,0.0,1.0,0.3277165405465304,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.527695667165588,0,1,1,0,0,1,0,0,0,0,0,1
0.0,0.0,1.0,0.0909403957994292,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0279871691908671,0,1,0,0,1,1,0,0,0,0,0,1
0.0,0.0,0.0,0.6497444828057255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156392528613008,0,1,0,0,1,1,0,0,0,0,0,1
0.0,0.0,0.0,0.577158862668874,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8228432231341736,0,1,0,1,0,0,1,0,0,0,1,0
0.0,1.0,1.0,0.8950307844930321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013486874963036,1,0,0,0,1,0,0,1,0,1,0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151012977007883,0,1,0,0,1,1,0,0,0,0,0,1
0.0,0.0,0.0,0.1267439425207783,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263792467648091,0,1,0,0,1,1,0,0,0,1,0,0
0.0,1.0,0.0,0.6381539641543058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2746665752841613,0,1,1,0,0,1,0,0,0,1,0,0
0.0,1.0,1.0,0.0497519637871241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5286812295185538,0,1,0,1,0,1,0,0,0,0,0,1
1.0,0.0,0.0,0.2637345902089357,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6764438963674587,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.4504984555118551,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7021758594385581,0,1,0,1,0,0,1,0,0,1,0,0
0.0,0.0,0.0,0.1267439425207783,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3339062692807772,0,1,1,0,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.4346085497692368,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3298716144683355,1,0,1,0,0,1,0,0,0,0,0,1
0.0,1.0,1.0,0.7862708497641429,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8146729889069859,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,1.0,0.7051197889498053,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769404631363188,0,1,0,0,1,0,1,0,1,0,0,0
0.0,1.0,1.0,0.4346085497692368,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3741328961553405,1,0,1,0,0,0,1,0,0,1,0,0
0.0,0.0,0.0,0.0909403957994292,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3323935365374655,0,1,1,0,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.2149224348532317,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.623832107422754,1,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,1.0,0.5897975123201569,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172525644448461,0,1,0,0,1,0,1,0,0,0,0,1
0.0,0.0,0.0,0.6943649565089509,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019939584936256,0,1,0,0,1,0,1,0,0,0,0,1
0.0,0.0,0.0,0.9035271062199788,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.817557161295581,1,0,0,1,0,0,0,1,0,0,1,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3821529492958223,1,0,1,0,0,1,0,0,0,0,0,1
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6623403595526988,1,0,1,0,0,0,0,1,0,1,0,0
0.0,0.0,0.0,0.187958695105774,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3926669632364337,1,0,1,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.7958718306578962,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2772088117218095,1,0,1,0,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.4956904250574305,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4096606872920602,0,1,1,0,0,1,0,0,0,0,0,1
0.0,1.0,0.0,0.3073952537968367,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7631336097943462,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,1.0,0.683456556708244,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0220875691397102,1,0,0,0,1,0,1,0,1,0,0,0
1.0,0.0,0.0,0.1587688878906996,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6340813164591088,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.8864558080665539,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5301593877294783,0,1,1,0,0,0,0,1,1,0,0,0
0.0,1.0,0.0,0.0909403957994292,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1777826354932881,0,1,1,0,0,1,0,0,0,0,0,1
0.0,1.0,1.0,0.7261920732051075,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4330948502691356,0,1,1,0,0,0,1,0,1,0,0,0
0.0,0.0,0.0,0.2637345902089357,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5768555046640058,1,0,0,1,0,1,0,0,0,0,1,0
1.0,0.0,0.0,0.2861143725768439,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7761579217986034,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.6943649565089509,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5286812295185538,0,1,1,0,0,1,0,0,0,0,1,0
1.0,0.0,0.0,0.2149224348532317,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3116875100117223,1,0,1,0,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.5100224772679167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285229685033614,0,1,0,0,1,0,0,1,0,0,0,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7259171158977645,1,0,1,0,0,0,0,1,1,0,0,0
0.0,0.0,0.0,0.2149224348532317,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5827388912245566,1,0,0,1,0,1,0,0,0,0,0,1
0.0,1.0,0.0,0.3073952537968367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2883829976598302,0,1,1,0,0,1,0,0,1,0,0,0
1.0,1.0,0.0,0.9923125145751528,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0705920305810273,0,1,0,0,1,0,0,1,1,0,0,0
0.0,0.0,0.0,0.9448958980460652,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140251089933381,0,1,0,0,1,0,0,1,0,1,0,0
0.0,1.0,1.0,0.8147539374979358,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8535583165120499,0,1,0,1,0,0,1,0,1,0,0,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2302672783179263,0,1,1,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.4810095504676461,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5812683536798439,0,1,0,1,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.4659549029553728,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8995061067419566,0,1,0,1,0,1,0,0,1,0,0,0
0.0,1.0,0.0,0.8602376838401232,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8559550854522621,1,0,0,1,0,1,0,0,0,1,0,0
0.0,0.0,0.0,0.2149224348532317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5207939499644838,0,1,0,1,0,1,0,0,1,0,0,0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.520300783151618,1,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0226243404047026,0,1,0,0,1,1,0,0,0,0,0,1
0.0,1.0,0.0,0.968889251268496,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6730411537722722,1,0,0,1,0,0,0,1,1,0,0,0
0.0,1.0,1.0,0.4504984555118551,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8525994946073758,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,0.9845657700648542,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8621847802811193,1,0,0,1,0,0,0,1,1,0,0,0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9776716728117402,1,0,0,1,0,0,0,1,0,1,0,0
0.0,1.0,1.0,0.9119467666736026,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4445391959061034,1,0,1,0,0,0,0,1,1,0,0,0
0.0,0.0,0.0,0.7862708497641429,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5690058302784394,1,0,1,0,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.3839512352318975,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3916662237748926,1,0,1,0,0,0,1,0,0,0,0,1
0.0,1.0,1.0,0.5100224772679167,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6701237300799674,1,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7201071768912403,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.7667314905909031,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6399337916857071,1,0,1,0,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.7667314905909031,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.937685978341354,0,1,0,1,0,0,1,0,0,1,0,0
0.0,1.0,1.0,0.9119467666736026,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5099384669619818,0,1,1,0,0,0,0,1,1,0,0,0
1.0,1.0,0.0,0.661153324059002,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8286075049182737,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.968889251268496,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4330948502691356,1,0,1,0,0,0,0,1,0,1,0,0
0.0,1.0,1.0,0.8053650839901318,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2200145046013294,0,1,1,0,0,1,0,0,0,0,1,0
0.0,1.0,0.0,0.7958718306578962,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4360817935850979,1,0,1,0,0,0,1,0,1,0,0,0
0.0,0.0,0.0,0.577158862668874,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4291106395313349,1,0,1,0,0,0,1,0,0,0,1,0
0.0,0.0,0.0,0.9035271062199788,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4440419295107432,0,1,1,0,0,0,0,1,0,0,1,0
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3308804886406524,1,0,1,0,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.3471906800900553,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.645783230931817,1,0,0,1,0,1,0,0,0,0,0,1
0.0,1.0,1.0,0.968889251268496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7133254494432927,0,1,1,0,0,0,0,1,0,1,0,0
0.0,0.0,0.0,0.9367645159985818,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.865538096781362,0,1,0,1,0,0,1,0,0,1,0,0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8918582951854243,1,0,0,1,0,0,0,1,1,0,0,0
0.0,1.0,0.0,0.842324957517367,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.735594309554179,1,0,0,1,0,0,1,0,0,0,1,0
0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6915014042603169,1,0,1,0,0,0,0,1,1,0,0,0
1.0,0.0,0.0,0.7765586355295433,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9166991536834352,1,0,0,1,0,0,1,0,0,0,1,0
0.0,0.0,0.0,0.2637345902089357,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7703709530587575,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,0.577158862668874,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3736313703215189,0,1,1,0,0,0,1,0,0,0,0,1
0.0,1.0,0.0,0.0909403957994292,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0279871691908671,1,0,0,0,1,1,0,0,0,0,0,1
0.0,0.0,0.0,0.4659549029553728,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013486874963036,1,0,0,0,1,1,0,0,1,0,0,0
0.0,0.0,0.0,0.9845657700648542,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8593098776340373,0,1,0,1,0,0,0,1,0,1,0,0
0.0,0.0,1.0,0.3277165405465304,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8717635892613363,1,0,0,1,0,1,0,0,0,0,1,0
1.0,1.0,0.0,0.7365203006549813,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8708059979450531,1,0,0,1,0,0,1,0,1,0,0,0
0.0,0.0,0.0,0.8147539374979358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9581677955351354,0,1,0,1,0,0,1,0,0,1,0,0
0.0,0.0,0.0,0.6022053266017849,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.7660290333135091,0,1,0,1,0,1,0,0,0,1,0,0
1.0,0.0,0.0,0.0909403957994292,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5670424834476302,1,0,0,1,0,1,0,0,0,0,1,0
1.0,1.0,0.0,0.1267439425207783,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5778362984264788,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,0.7157269759830088,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4688710051366963,1,0,1,0,0,0,1,0,1,0,0,0
0.0,0.0,0.0,0.4504984555118551,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.77422921798989,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5212870917599675,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5321299201974511,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,0.9035271062199788,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8449265581779277,0,1,0,1,0,0,1,0,1,0,0,0
0.0,0.0,0.0,0.6022053266017849,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.6204135994581653,1,0,1,0,0,0,1,0,0,1,0,0
0.0,1.0,1.0,0.7365203006549813,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.3111817276645604,0,1,1,0,0,0,0,1,0,1,0,0
0.0,1.0,1.0,0.8950307844930321,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6929575709495254,0,1,1,0,0,0,0,1,0,0,1,0
0.0,0.0,0.0,0.7051197889498053,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2343634066584349,0,1,1,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.1267439425207783,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5311447032082696,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,0.0909403957994292,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7747114206883481,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.7261920732051075,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6121070830230537,1,0,1,0,0,0,0,1,0,0,1,0
0.0,1.0,1.0,0.8147539374979358,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.627737681227545,1,0,1,0,0,0,1,0,1,0,0,0
0.0,1.0,0.0,0.842324957517367,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9338723676372832,1,0,0,1,0,0,1,0,1,0,0,0
0.0,0.0,0.0,0.5897975123201569,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018865050156262,1,0,0,0,1,0,1,0,0,0,0,1
0.0,0.0,0.0,0.0909403957994292,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0145632498251588,1,0,0,0,1,1,0,0,0,0,0,1
0.0,1.0,1.0,0.4013792551953058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0161771155465649,0,1,0,0,1,1,0,0,0,0,1,0
0.0,0.0,0.0,0.1587688878906996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5846992886053793,1,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,1.0,0.0497519637871241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0145632498251588,1,0,0,0,1,1,0,0,0,0,1,0
0.0,1.0,1.0,0.661153324059002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177901511316507,0,1,0,0,1,0,1,0,0,0,1,0
0.0,0.0,0.0,0.683456556708244,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8214017731492571,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.5100224772679167,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3881626526012446,1,0,1,0,0,0,1,0,1,0,0,0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9648304081745692,1,0,0,1,0,0,0,1,0,1,0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2675430102239195,0,1,1,0,0,1,0,0,1,0,0,0
0.0,1.0,1.0,0.7567855111107402,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7529944875607889,0,1,0,1,0,1,0,0,1,0,0,0
0.0,0.0,0.0,0.4659549029553728,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5183278653436213,1,0,1,0,0,1,0,0,0,1,0,0
1.0,1.0,0.0,0.9529594471554486,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9248111774259736,0,1,0,1,0,0,1,0,0,0,1,0
0.0,0.0,0.0,0.5100224772679167,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6184596904406884,1,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.4182492059464703,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151012977007883,0,1,0,0,1,0,1,0,1,0,0,0
0.0,1.0,1.0,0.9845657700648542,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5817585557037837,1,0,1,0,0,0,0,1,0,1,0,0
0.0,1.0,0.0,0.2149224348532317,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6394462017015198,1,0,1,0,0,1,0,0,1,0,0,0
0.0,1.0,1.0,0.4956904250574305,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2200145046013294,1,0,1,0,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.1267439425207783,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0279871691908671,1,0,0,0,1,1,0,0,0,0,0,1
0.0,0.0,0.0,0.4013792551953058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019939584936256,1,0,0,0,1,0,1,0,1,0,0,0
0.0,1.0,1.0,0.9845657700648542,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0764118217245359,0,1,0,0,1,0,0,1,0,0,0,1
0.0,1.0,0.0,0.4346085497692368,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7703709530587575,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,0.9923125145751528,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.658446712499112,0,1,1,0,0,0,0,1,0,0,1,0
0.0,1.0,1.0,0.6723882667231738,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.366606608523131,0,1,1,0,0,0,1,0,0,0,0,1
0.0,0.0,0.0,0.577158862668874,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3906653596758525,1,0,1,0,0,1,0,0,0,0,1,0
